NODE_347_length_1864_cov_4.767275	AF079138.1.orf0.gene.p01|FEATURES|erm(31)|MLS|erm(31)	53.6	252	113	3	243	998	8	255	3.4e-70	262.3
NODE_434_length_1724_cov_2.103655	CCP46065.1|FEATURES|mtrA|multidrug|mtrA	68.9	103	32	0	317	9	7	109	5.1e-36	148.7
NODE_434_length_1724_cov_2.103655	YP_490321.1|FEATURES|baeR|multidrug|baeR	50.0	104	52	0	320	9	11	114	2.4e-25	113.2
NODE_575_length_1568_cov_2.520820	AAO04716.1|FEATURES|dfrC|diaminopyrimidine|dfrC	100.0	161	0	0	1446	964	1	161	9.3e-93	337.0
NODE_691_length_1459_cov_2.274217	ADV91011.1|FEATURES|RbpA|rifamycin|RbpA	62.7	67	25	0	288	88	42	108	2.6e-20	96.3
NODE_691_length_1459_cov_2.274217	ADV91011.1|FEATURES|RbpA|rifamycin|RbpA	82.9	35	6	0	394	290	1	35	5.7e-12	68.6
NODE_839_length_1353_cov_2.794299	gi:329314850:gb:AEB89263.1:|FEATURES|EmrB-QacA_family_major_facilitator_transporter|multidrug|EmrB-QacA_family_major_facilitator_transporter	54.1	447	204	1	1339	2	2	448	5.9e-128	453.8
NODE_839_length_1353_cov_2.794299	NC_002951.3237419.p01|FEATURES|EmrB-QacA_family_major_facilitator_transporter|multidrug|EmrB-QacA_family_major_facilitator_transporter	53.9	447	205	1	1339	2	1	447	1.3e-127	452.6
NODE_839_length_1353_cov_2.794299	NC_009487.5169896.p01|FEATURES|EmrB-QacA_family_major_facilitator_transporter|multidrug|EmrB-QacA_family_major_facilitator_transporter	53.9	447	205	1	1339	2	2	448	1.3e-127	452.6
NODE_839_length_1353_cov_2.794299	NC_007793.3913346.p01|FEATURES|EmrB-QacA_family_major_facilitator_transporter|multidrug|EmrB-QacA_family_major_facilitator_transporter	53.9	447	205	1	1339	2	1	447	2.2e-127	451.8
NODE_839_length_1353_cov_2.794299	gi:297176489:gb:EFH35756.1:|FEATURES|EmrB-QacA_family_major_facilitator_transporter|multidrug|EmrB-QacA_family_major_facilitator_transporter	53.7	447	206	1	1339	2	2	448	3.8e-127	451.1
NODE_1007_length_1254_cov_1.993328	gi:758886413:ref:WP_043044256.1:|FEATURES|multidrug_ABC_transporter|multidrug|multidrug_ABC_transporter	85.9	376	53	0	3	1130	203	578	1.3e-158	555.4
NODE_1007_length_1254_cov_1.993328	gi:829615579:ref:WP_047339381.1:|FEATURES|multidrug_ABC_transporter|multidrug|multidrug_ABC_transporter	85.9	376	53	0	3	1130	203	578	1.7e-158	555.1
NODE_1007_length_1254_cov_1.993328	gi:446519899:ref:WP_000597245.1:|FEATURES|multidrug_ABC_transporter|multidrug|multidrug_ABC_transporter	85.9	376	53	0	3	1130	203	578	1.7e-158	555.1
NODE_1007_length_1254_cov_1.993328	gi:446519889:ref:WP_000597235.1:|FEATURES|multidrug_ABC_transporter|multidrug|multidrug_ABC_transporter	85.6	376	54	0	3	1130	203	578	2.3e-158	554.7
NODE_1007_length_1254_cov_1.993328	gi:686172162:ref:WP_031796015.1:|FEATURES|multidrug_ABC_transporter|multidrug|multidrug_ABC_transporter	85.1	376	56	0	3	1130	203	578	2.3e-158	554.7
NODE_1007_length_1254_cov_1.993328	gi:928802998:ref:WP_053873428.1:|FEATURES|multidrug_ABC_transporter|multidrug|multidrug_ABC_transporter	85.9	376	53	0	3	1130	203	578	2.3e-158	554.7
NODE_1007_length_1254_cov_1.993328	gi:686392864:ref:WP_031906909.1:|FEATURES|multidrug_ABC_transporter|multidrug|multidrug_ABC_transporter	86.7	376	50	0	3	1130	203	578	2.3e-158	554.7
NODE_1007_length_1254_cov_1.993328	gi:1006182252:ref:WP_061740701.1:|FEATURES|multidrug_ABC_transporter|multidrug|multidrug_ABC_transporter	85.6	376	54	0	3	1130	203	578	2.3e-158	554.7
NODE_1007_length_1254_cov_1.993328	gi:1007092407:ref:WP_061843275.1:|FEATURES|multidrug_ABC_transporter|multidrug|multidrug_ABC_transporter	83.5	376	62	0	3	1130	203	578	2.3e-158	554.7
NODE_1007_length_1254_cov_1.993328	gi:446519904:ref:WP_000597250.1:|FEATURES|multidrug_ABC_transporter|multidrug|multidrug_ABC_transporter	85.9	376	53	0	3	1130	203	578	2.3e-158	554.7
NODE_1007_length_1254_cov_1.993328	gi:446519883:ref:WP_000597229.1:|FEATURES|multidrug_ABC_transporter|multidrug|multidrug_ABC_transporter	85.9	376	53	0	3	1130	203	578	2.3e-158	554.7
NODE_1007_length_1254_cov_1.993328	gi:1002561146:ref:WP_061398366.1:|FEATURES|multidrug_ABC_transporter|multidrug|multidrug_ABC_transporter	85.6	376	54	0	3	1130	203	578	2.3e-158	554.7
NODE_1007_length_1254_cov_1.993328	gi:686447435:ref:WP_031927672.1:|FEATURES|multidrug_ABC_transporter|multidrug|multidrug_ABC_transporter	85.9	376	53	0	3	1130	203	578	2.3e-158	554.7
NODE_1007_length_1254_cov_1.993328	gi:1007098619:ref:WP_061843746.1:|FEATURES|multidrug_ABC_transporter|multidrug|multidrug_ABC_transporter	85.6	376	54	0	3	1130	203	578	2.3e-158	554.7
NODE_1007_length_1254_cov_1.993328	gi:920546283:ref:WP_052998194.1:|FEATURES|multidrug_ABC_transporter|multidrug|multidrug_ABC_transporter	85.9	376	53	0	3	1130	203	578	2.3e-158	554.7
NODE_1007_length_1254_cov_1.993328	gi:686159434:ref:WP_031789645.1:|FEATURES|multidrug_ABC_transporter|multidrug|multidrug_ABC_transporter	85.9	376	53	0	3	1130	203	578	2.3e-158	554.7
NODE_1007_length_1254_cov_1.993328	gi:1031783885:ref:WP_064130087.1:|FEATURES|multidrug_ABC_transporter|multidrug|multidrug_ABC_transporter	85.9	376	53	0	3	1130	203	578	2.3e-158	554.7
NODE_1007_length_1254_cov_1.993328	gi:446519906:ref:WP_000597252.1:|FEATURES|multidrug_ABC_transporter|multidrug|multidrug_ABC_transporter	85.9	376	53	0	3	1130	203	578	2.3e-158	554.7
NODE_1007_length_1254_cov_1.993328	gi:686127900:ref:WP_031771561.1:|FEATURES|multidrug_ABC_transporter|multidrug|multidrug_ABC_transporter	85.9	376	53	0	3	1130	203	578	2.3e-158	554.7
NODE_1007_length_1254_cov_1.993328	NC_002758.1121879.p01|FEATURES|multidrug_ABC_transporter|multidrug|multidrug_ABC_transporter	85.9	376	53	0	3	1130	203	578	2.3e-158	554.7
NODE_1007_length_1254_cov_1.993328	gi:446519903:ref:WP_000597249.1:|FEATURES|multidrug_ABC_transporter|multidrug|multidrug_ABC_transporter	85.9	376	53	0	3	1130	203	578	2.3e-158	554.7
NODE_1007_length_1254_cov_1.993328	gi:446519887:ref:WP_000597233.1:|FEATURES|multidrug_ABC_transporter|multidrug|multidrug_ABC_transporter	85.9	376	53	0	3	1130	203	578	2.3e-158	554.7
NODE_1007_length_1254_cov_1.993328	gi:1005528765:ref:WP_061650059.1:|FEATURES|multidrug_ABC_transporter|multidrug|multidrug_ABC_transporter	85.6	376	54	0	3	1130	203	578	2.3e-158	554.7
NODE_1007_length_1254_cov_1.993328	gi:686376836:ref:WP_031898302.1:|FEATURES|multidrug_ABC_transporter|multidrug|multidrug_ABC_transporter	84.8	376	57	0	3	1130	203	578	2.3e-158	554.7
NODE_1007_length_1254_cov_1.993328	gi:815660331:ref:WP_046399693.1:|FEATURES|multidrug_ABC_transporter|multidrug|multidrug_ABC_transporter	85.9	376	53	0	3	1130	203	578	2.3e-158	554.7
NODE_1285_length_1133_cov_1.985158	BAD59497.1|FEATURES|rpoB2|multidrug|rpoB2	78.7	197	39	2	1	585	958	1153	2.3e-85	312.0
NODE_1596_length_1026_cov_2.127703	NC_002952.2859362.p01|FEATURES|major_facilitator_superfamily_transporter|multidrug|major_facilitator_superfamily_transporter	78.7	329	70	0	3	989	312	640	3.3e-147	517.3
NODE_1596_length_1026_cov_2.127703	NC_002951.3237948.p01|FEATURES|EmrB-QacA_family_major_facilitator_transporter|multidrug|EmrB-QacA_family_major_facilitator_transporter	79.0	329	69	0	3	989	310	638	4.3e-147	516.9
NODE_1596_length_1026_cov_2.127703	NC_002758.1122377.p01|FEATURES|major_facilitator_superfamily_transporter|multidrug|major_facilitator_superfamily_transporter	79.2	327	68	0	3	983	310	636	1.2e-146	515.4
NODE_1609_length_1023_cov_3.508264	ABA02367|FEATURES|msrA|MLS|msrA	100.0	341	0	0	1023	1	146	486	9.5e-147	515.8
NODE_1609_length_1023_cov_3.508264	gi:127359:sp:P23212.1:MSRA_STAEP|FEATURES|msrA|MLS|msrA	96.8	341	11	0	1023	1	146	486	9.5e-147	515.8
NODE_1609_length_1023_cov_3.508264	BAD86537|FEATURES|msrA|MLS|msrA	99.7	341	1	0	1023	1	146	486	4.7e-146	513.5
NODE_1609_length_1023_cov_3.508264	AAZ32816|FEATURES|msrA|MLS|msrA	99.7	341	1	0	1023	1	146	486	4.7e-146	513.5
NODE_1609_length_1023_cov_3.508264	YP_254220|FEATURES|msrA|MLS|msrA	99.4	341	2	0	1023	1	146	486	1.1e-145	512.3
NODE_1609_length_1023_cov_3.508264	gi:686379454:ref:WP_031899389.1:|FEATURES|msrA|MLS|msrA	91.2	341	30	0	1023	1	146	486	1.8e-145	511.5
NODE_1609_length_1023_cov_3.508264	gi:582362524:gb:EVW57639.1:|FEATURES|msrA|MLS|msrA	99.1	341	3	0	1023	1	148	488	1.8e-145	511.5
NODE_1609_length_1023_cov_3.508264	gi:686335175:ref:WP_031881860.1:|FEATURES|msrA|MLS|msrA	99.1	341	3	0	1023	1	146	486	1.8e-145	511.5
NODE_1609_length_1023_cov_3.508264	gi:727749040:ref:WP_033861720.1:|FEATURES|msrA|MLS|msrA	99.1	341	3	0	1023	1	146	486	1.8e-145	511.5
NODE_1609_length_1023_cov_3.508264	gi:581672381:gb:EVQ77821.1:|FEATURES|msrA|MLS|msrA	99.1	341	3	0	1023	1	52	392	1.8e-145	511.5
NODE_1609_length_1023_cov_3.508264	gi:686444151:ref:WP_031925491.1:|FEATURES|msrA|MLS|msrA	98.8	341	4	0	1023	1	146	486	2.3e-145	511.1
NODE_1609_length_1023_cov_3.508264	gi:686337405:ref:WP_031882938.1:|FEATURES|msrA|MLS|msrA	98.8	341	4	0	1023	1	146	486	2.3e-145	511.1
NODE_1609_length_1023_cov_3.508264	gi:486352750:ref:WP_001590778.1:|FEATURES|msrA|MLS|msrA	98.8	341	4	0	1023	1	146	486	5.2e-145	510.0
NODE_1609_length_1023_cov_3.508264	gi:486216135:ref:WP_001556865.1:|FEATURES|msrA|MLS|msrA	98.8	341	4	0	1023	1	146	486	8.9e-145	509.2
NODE_1609_length_1023_cov_3.508264	gi:686196490:ref:WP_031807261.1:|FEATURES|msrA|MLS|msrA	98.8	341	4	0	1023	1	146	486	8.9e-145	509.2
NODE_1609_length_1023_cov_3.508264	gi:686386599:ref:WP_031903183.1:|FEATURES|msrA|MLS|msrA	98.8	341	4	0	1023	1	146	486	2.0e-144	508.1
NODE_1609_length_1023_cov_3.508264	gi:686436876:ref:WP_031922735.1:|FEATURES|msrA|MLS|msrA	98.3	344	3	1	1023	1	146	489	7.5e-144	506.1
NODE_1609_length_1023_cov_3.508264	gi:686300118:ref:WP_031865761.1:|FEATURES|msrA|MLS|msrA	98.5	341	5	0	1023	1	146	486	7.5e-144	506.1
NODE_1609_length_1023_cov_3.508264	gi:580336413:gb:EVD62957.1:|FEATURES|msrA|MLS|msrA	99.4	330	2	0	1023	34	146	475	3.6e-138	487.3
NODE_1609_length_1023_cov_3.508264	gi:488247627:ref:WP_002318835.1:|FEATURES|msrC|MLS|msrC	53.2	340	157	2	1023	7	146	484	8.8e-60	226.9
NODE_1609_length_1023_cov_3.508264	gi:488216250:ref:WP_002287458.1:|FEATURES|msrC|MLS|msrC	53.2	340	157	2	1023	7	146	484	1.2e-59	226.5
NODE_1609_length_1023_cov_3.508264	gi:488231473:ref:WP_002302681.1:|FEATURES|msrC|MLS|msrC	51.8	340	162	2	1023	7	146	484	1.2e-59	226.5
NODE_1609_length_1023_cov_3.508264	gi:488321355:ref:WP_002390740.1:|FEATURES|msrC|MLS|msrC	53.8	340	155	2	1023	7	146	484	2.6e-59	225.3
NODE_1609_length_1023_cov_3.508264	AY004350.gene.p01|FEATURES|msrC|MLS|msrC	53.2	340	157	2	1023	7	146	484	3.3e-59	224.9
NODE_1609_length_1023_cov_3.508264	gi:488243106:ref:WP_002314314.1:|FEATURES|msrC|MLS|msrC	54.4	340	153	2	1023	7	146	484	7.0e-57	217.2
NODE_2378_length_855_cov_2.131250	CCP46065.1|FEATURES|mtrA|multidrug|mtrA	69.2	91	27	1	1	273	139	228	6.5e-32	134.0
NODE_2711_length_796_cov_1.821862	gi:657833983:ref:WP_029550132.1:|FEATURES|multidrug_ABC_transporter|multidrug|multidrug_ABC_transporter	57.1	147	62	1	795	355	433	578	4.9e-42	167.5
NODE_2711_length_796_cov_1.821862	gi:686464416:ref:WP_031941805.1:|FEATURES|multidrug_ABC_transporter|multidrug|multidrug_ABC_transporter	57.1	147	62	1	795	355	433	578	4.9e-42	167.5
NODE_2711_length_796_cov_1.821862	gi:686296447:ref:WP_031863594.1:|FEATURES|multidrug_ABC_transporter|multidrug|multidrug_ABC_transporter	57.1	147	62	1	795	355	433	578	4.9e-42	167.5
NODE_2711_length_796_cov_1.821862	gi:446519902:ref:WP_000597248.1:|FEATURES|multidrug_ABC_transporter|multidrug|multidrug_ABC_transporter	57.1	147	62	1	795	355	433	578	4.9e-42	167.5
NODE_2711_length_796_cov_1.821862	gi:537465895:ref:WP_020977391.1:|FEATURES|multidrug_ABC_transporter|multidrug|multidrug_ABC_transporter	57.1	147	62	1	795	355	433	578	8.4e-42	166.8
NODE_2711_length_796_cov_1.821862	gi:930426663:ref:WP_054189647.1:|FEATURES|multidrug_ABC_transporter|multidrug|multidrug_ABC_transporter	57.1	147	62	1	795	355	433	578	8.4e-42	166.8
NODE_2711_length_796_cov_1.821862	gi:1006182252:ref:WP_061740701.1:|FEATURES|multidrug_ABC_transporter|multidrug|multidrug_ABC_transporter	56.5	147	63	1	795	355	433	578	3.2e-41	164.9
NODE_2711_length_796_cov_1.821862	gi:920549847:ref:WP_052999080.1:|FEATURES|multidrug_ABC_transporter|multidrug|multidrug_ABC_transporter	56.5	147	63	1	795	355	433	578	3.2e-41	164.9
NODE_2711_length_796_cov_1.821862	gi:1002561146:ref:WP_061398366.1:|FEATURES|multidrug_ABC_transporter|multidrug|multidrug_ABC_transporter	56.5	147	63	1	795	355	433	578	3.2e-41	164.9
NODE_2711_length_796_cov_1.821862	gi:1007098619:ref:WP_061843746.1:|FEATURES|multidrug_ABC_transporter|multidrug|multidrug_ABC_transporter	56.5	147	63	1	795	355	433	578	3.2e-41	164.9
NODE_2711_length_796_cov_1.821862	gi:686117736:ref:WP_031766634.1:|FEATURES|multidrug_ABC_transporter|multidrug|multidrug_ABC_transporter	56.5	147	63	1	795	355	433	578	3.2e-41	164.9
NODE_2711_length_796_cov_1.821862	gi:686242239:ref:WP_031833460.1:|FEATURES|multidrug_ABC_transporter|multidrug|multidrug_ABC_transporter	56.5	147	63	1	795	355	433	578	3.2e-41	164.9
NODE_2711_length_796_cov_1.821862	gi:1006181758:ref:WP_061740625.1:|FEATURES|multidrug_ABC_transporter|multidrug|multidrug_ABC_transporter	56.5	147	63	1	795	355	433	578	3.2e-41	164.9
NODE_2711_length_796_cov_1.821862	gi:686364868:ref:WP_031893738.1:|FEATURES|multidrug_ABC_transporter|multidrug|multidrug_ABC_transporter	56.5	147	63	1	795	355	433	578	3.2e-41	164.9
NODE_2711_length_796_cov_1.821862	gi:1005528765:ref:WP_061650059.1:|FEATURES|multidrug_ABC_transporter|multidrug|multidrug_ABC_transporter	56.5	147	63	1	795	355	433	578	3.2e-41	164.9
NODE_2711_length_796_cov_1.821862	gi:686138432:ref:WP_031775762.1:|FEATURES|multidrug_ABC_transporter|multidrug|multidrug_ABC_transporter	56.5	147	63	1	795	355	433	578	3.2e-41	164.9
NODE_2711_length_796_cov_1.821862	gi:446519893:ref:WP_000597239.1:|FEATURES|multidrug_ABC_transporter|multidrug|multidrug_ABC_transporter	56.5	147	63	1	795	355	433	578	3.2e-41	164.9
NODE_2711_length_796_cov_1.821862	gi:446519889:ref:WP_000597235.1:|FEATURES|multidrug_ABC_transporter|multidrug|multidrug_ABC_transporter	56.5	147	63	1	795	355	433	578	4.2e-41	164.5
NODE_2711_length_796_cov_1.821862	gi:686172162:ref:WP_031796015.1:|FEATURES|multidrug_ABC_transporter|multidrug|multidrug_ABC_transporter	56.5	147	63	1	795	355	433	578	4.2e-41	164.5
NODE_2711_length_796_cov_1.821862	gi:686362947:ref:WP_031892831.1:|FEATURES|multidrug_ABC_transporter|multidrug|multidrug_ABC_transporter	56.5	147	63	1	795	355	433	578	4.2e-41	164.5
NODE_2711_length_796_cov_1.821862	gi:844773046:ref:WP_047936044.1:|FEATURES|multidrug_ABC_transporter|multidrug|multidrug_ABC_transporter	56.5	147	63	1	795	355	433	578	4.2e-41	164.5
NODE_2711_length_796_cov_1.821862	gi:928802998:ref:WP_053873428.1:|FEATURES|multidrug_ABC_transporter|multidrug|multidrug_ABC_transporter	56.5	147	63	1	795	355	433	578	4.2e-41	164.5
NODE_2711_length_796_cov_1.821862	gi:686125041:ref:WP_031770219.1:|FEATURES|multidrug_ABC_transporter|multidrug|multidrug_ABC_transporter	56.5	147	63	1	795	355	433	578	4.2e-41	164.5
NODE_2711_length_796_cov_1.821862	gi:686392864:ref:WP_031906909.1:|FEATURES|multidrug_ABC_transporter|multidrug|multidrug_ABC_transporter	56.5	147	63	1	795	355	433	578	4.2e-41	164.5
NODE_2711_length_796_cov_1.821862	gi:817601131:ref:WP_046594925.1:|FEATURES|multidrug_ABC_transporter|multidrug|multidrug_ABC_transporter	56.5	147	63	1	795	355	433	578	4.2e-41	164.5
NODE_2736_length_793_cov_1.425474	gi:640499891:ref:WP_024937220.1:|FEATURES|multidrug_ABC_transporter|multidrug|multidrug_ABC_transporter	55.2	174	78	0	787	266	402	575	7.6e-51	196.8
NODE_2736_length_793_cov_1.425474	gi:537465895:ref:WP_020977391.1:|FEATURES|multidrug_ABC_transporter|multidrug|multidrug_ABC_transporter	55.2	174	78	0	787	266	402	575	9.9e-51	196.4
NODE_2736_length_793_cov_1.425474	gi:686117736:ref:WP_031766634.1:|FEATURES|multidrug_ABC_transporter|multidrug|multidrug_ABC_transporter	55.2	174	78	0	787	266	402	575	1.7e-50	195.7
NODE_2736_length_793_cov_1.425474	gi:446519890:ref:WP_000597236.1:|FEATURES|multidrug_ABC_transporter|multidrug|multidrug_ABC_transporter	55.2	174	78	0	787	266	402	575	2.9e-50	194.9
NODE_2736_length_793_cov_1.425474	gi:514074905:ref:WP_016528740.1:|FEATURES|multidrug_ABC_transporter|multidrug|multidrug_ABC_transporter	55.2	174	78	0	787	266	402	575	2.9e-50	194.9
NODE_2736_length_793_cov_1.425474	gi:1031799645:ref:WP_064138838.1:|FEATURES|multidrug_ABC_transporter|multidrug|multidrug_ABC_transporter	54.6	174	79	0	787	266	402	575	2.9e-50	194.9
NODE_2736_length_793_cov_1.425474	gi:1006182252:ref:WP_061740701.1:|FEATURES|multidrug_ABC_transporter|multidrug|multidrug_ABC_transporter	54.6	174	79	0	787	266	402	575	3.8e-50	194.5
NODE_2736_length_793_cov_1.425474	gi:920549847:ref:WP_052999080.1:|FEATURES|multidrug_ABC_transporter|multidrug|multidrug_ABC_transporter	54.6	174	79	0	787	266	402	575	3.8e-50	194.5
NODE_2736_length_793_cov_1.425474	gi:1002561146:ref:WP_061398366.1:|FEATURES|multidrug_ABC_transporter|multidrug|multidrug_ABC_transporter	54.6	174	79	0	787	266	402	575	3.8e-50	194.5
NODE_2736_length_793_cov_1.425474	gi:1007098619:ref:WP_061843746.1:|FEATURES|multidrug_ABC_transporter|multidrug|multidrug_ABC_transporter	54.6	174	79	0	787	266	402	575	3.8e-50	194.5
NODE_2736_length_793_cov_1.425474	gi:1006181758:ref:WP_061740625.1:|FEATURES|multidrug_ABC_transporter|multidrug|multidrug_ABC_transporter	54.6	174	79	0	787	266	402	575	3.8e-50	194.5
NODE_2736_length_793_cov_1.425474	gi:686364868:ref:WP_031893738.1:|FEATURES|multidrug_ABC_transporter|multidrug|multidrug_ABC_transporter	54.6	174	79	0	787	266	402	575	3.8e-50	194.5
NODE_2736_length_793_cov_1.425474	gi:1005528765:ref:WP_061650059.1:|FEATURES|multidrug_ABC_transporter|multidrug|multidrug_ABC_transporter	54.6	174	79	0	787	266	402	575	3.8e-50	194.5
NODE_2736_length_793_cov_1.425474	gi:446519895:ref:WP_000597241.1:|FEATURES|multidrug_ABC_transporter|multidrug|multidrug_ABC_transporter	54.6	174	79	0	787	266	402	575	3.8e-50	194.5
NODE_2736_length_793_cov_1.425474	gi:686138432:ref:WP_031775762.1:|FEATURES|multidrug_ABC_transporter|multidrug|multidrug_ABC_transporter	54.6	174	79	0	787	266	402	575	3.8e-50	194.5
NODE_2736_length_793_cov_1.425474	gi:446519893:ref:WP_000597239.1:|FEATURES|multidrug_ABC_transporter|multidrug|multidrug_ABC_transporter	54.6	174	79	0	787	266	402	575	3.8e-50	194.5
NODE_2736_length_793_cov_1.425474	gi:446519889:ref:WP_000597235.1:|FEATURES|multidrug_ABC_transporter|multidrug|multidrug_ABC_transporter	54.6	174	79	0	787	266	402	575	4.9e-50	194.1
NODE_2736_length_793_cov_1.425474	gi:686172162:ref:WP_031796015.1:|FEATURES|multidrug_ABC_transporter|multidrug|multidrug_ABC_transporter	54.6	174	79	0	787	266	402	575	4.9e-50	194.1
NODE_2736_length_793_cov_1.425474	gi:686362947:ref:WP_031892831.1:|FEATURES|multidrug_ABC_transporter|multidrug|multidrug_ABC_transporter	54.6	174	79	0	787	266	402	575	4.9e-50	194.1
NODE_2736_length_793_cov_1.425474	gi:844773046:ref:WP_047936044.1:|FEATURES|multidrug_ABC_transporter|multidrug|multidrug_ABC_transporter	54.6	174	79	0	787	266	402	575	4.9e-50	194.1
NODE_2736_length_793_cov_1.425474	gi:928802998:ref:WP_053873428.1:|FEATURES|multidrug_ABC_transporter|multidrug|multidrug_ABC_transporter	54.6	174	79	0	787	266	402	575	4.9e-50	194.1
NODE_2736_length_793_cov_1.425474	gi:686125041:ref:WP_031770219.1:|FEATURES|multidrug_ABC_transporter|multidrug|multidrug_ABC_transporter	54.6	174	79	0	787	266	402	575	4.9e-50	194.1
NODE_2736_length_793_cov_1.425474	gi:686392864:ref:WP_031906909.1:|FEATURES|multidrug_ABC_transporter|multidrug|multidrug_ABC_transporter	54.6	174	79	0	787	266	402	575	4.9e-50	194.1
NODE_2736_length_793_cov_1.425474	gi:817601131:ref:WP_046594925.1:|FEATURES|multidrug_ABC_transporter|multidrug|multidrug_ABC_transporter	54.6	174	79	0	787	266	402	575	4.9e-50	194.1
NODE_2736_length_793_cov_1.425474	gi:1007092407:ref:WP_061843275.1:|FEATURES|multidrug_ABC_transporter|multidrug|multidrug_ABC_transporter	54.6	174	79	0	787	266	402	575	4.9e-50	194.1
NODE_2772_length_788_cov_1.135061	gi:920538074:ref:WP_052996048.1:|FEATURES|multidrug_ABC_transporter|multidrug|multidrug_ABC_transporter	51.5	66	31	1	198	1	337	401	2.4e-12	68.9
NODE_2772_length_788_cov_1.135061	gi:920603193:ref:WP_053015382.1:|FEATURES|multidrug_ABC_transporter|multidrug|multidrug_ABC_transporter	50.0	66	32	1	198	1	337	401	5.3e-12	67.8
NODE_2772_length_788_cov_1.135061	gi:686197643:ref:WP_031807899.1:|FEATURES|multidrug_ABC_transporter|multidrug|multidrug_ABC_transporter	50.0	66	32	1	198	1	337	401	5.3e-12	67.8
NODE_2772_length_788_cov_1.135061	gi:446519889:ref:WP_000597235.1:|FEATURES|multidrug_ABC_transporter|multidrug|multidrug_ABC_transporter	50.0	66	32	1	198	1	337	401	6.9e-12	67.4
NODE_2772_length_788_cov_1.135061	gi:686172162:ref:WP_031796015.1:|FEATURES|multidrug_ABC_transporter|multidrug|multidrug_ABC_transporter	50.0	66	32	1	198	1	337	401	6.9e-12	67.4
